,TAMSIOS RUGINĖS DUONOS ,DARK RYE BREAD,kg,"Price, DKK",EAN code,TYPE
Krekenavos,Virtos pieniškos dešrelės “Mėsingos”,"Cooked sausages ""Fleshy""",280g,27.00,4770609161988,Boiled sausages / sausage
Krekenavos,Virtos dešrelės “Pasaka”,"Cooked sausages ""Fairy Tale""",260g,22.00,4770609160110,Boiled sausages / sausage
Krekenavos,Virtos dešrelės PIENIŠKOS,Cooked sausages milky,500g,39.00,4770609162947,Boiled sausages / sausage
Krekenavos,Virtos pieniškos dešrelės “Klaipėdos”,"Cooked sausages ""Klaipeda""",300g,22.00,4770609162930,Boiled sausages / sausage
Krekenavos,Virtos pieniškos dešrelės “Pusrytinės”,"Cooked sausages ""Pusrytinės""",600g,,4770609162008,Boiled sausages / sausage
Krekenavos,Virtos jautienos dešrelės “Mėsingos”,"Cooked beef sausage ""Fleshy""",280g,25.00,4770609163005,Boiled sausages / sausage
Krekenavos,Virtos dešrelės “Hot Dog” Maxi pakuotė,"Cooked sausages ""Hot Dog"" Maxi pack",1 kg,50.00,4770609160981,Boiled sausages / sausage
Biovela,"Virtos ""Klaipėdos"" sardelės","Cooked ""Klaipeda"" sausages",400g,30.00,,Boiled sausages / sausage
Krekenavos,Virtos sardelės dujose “Klasikinės”,"Cooked sausages gas ""Classic""",500g,28.00,4770609163203,Boiled sausages / sausage
,KARŠTAI RŪKYTOS DEŠRELĖS,Sausages,kg,,EAN code,
Krekenavos,Karštai rūkytos Be Konservantų dešrelės,Hot-smoked sausages without preservatives,300g,42.00,4770609160448,Sausages
Krekenavos, , ,400g,49.00,4770609161872,Sausages
Biovela,Karštai Rūkytos Medžiotojų dešrelės,Hot-smoked sausages Hunters,250g,27.00,4770081167300,Sausages
Biovela,Karštai Rūkytos dešrelės su sūriu,Hot-smoked sausage with cheese,400g,40.00,4770118163534,Sausages
,VIŠTIENA,CHICKEN,kg,,EAN code,
Yano,Virti rūkyti viščiukų ketvirčiai,Cooked smoked chicken quarters,~ 1 kg,55.00,2504790006580,CHICKEN
Yano,Virti rūkyti viščiukų sparneliai,Cooked smoked chicken wings,~ 1 kg,55.00,25037800,CHICKEN
PIENO PRODUKTAI,,,,,,
,VARŠKĖ/ VARŠKYTĖ,Curd,kg,,EAN code,Curd
Pieno žvaigždės,"Varškė DVARO, 9%","Curd MANOR, 9%",250g,16.00,4770265046681,Curd
Pieno žvaigždės,Varškė DVARO liesa 0.5%,Curd MANOR lean 0.5%,250g,16.00,4770265046698,Curd
Pieno žvaigždės,Varškė DVARO 15%,Curd MANOR 15%,250g,20.00,4770265046674,Curd
Pieno žvaigždės,Varškė SVALIA liesa,Curd SVALIA lean,250g,16.00,4770265046667,Curd
Pieno žvaigždės,Varškė SVALIA 15%,Curd SVALIA 15%,250g,20.00,4770265046643,Curd
Pieno žvaigždės,Varškė SVALIA 9%,Curd SVALIA 9%,250g,16.00,,Curd
Pieno žvaigždės,"Varškė 9% „Lankų“, fiks.","Curd 9% Folios, Fixed.",0.2,13.00,4770299046541,Curd
Pieno žvaigždės,"Varškė ""Žemaitijos liekna"" sveriama","Curd Zemaitijos slim, weighing",~300g.,65/kg ,4770299043168,Curd
Pieno žvaigždės,"Varškė 9% ""Žemaitijos Soti"" sveriama","Curd 9% Zemaitijos Soti ""weighing",~300g.,65/kg ,4770299043243,Curd
Svalia,Зернистый творог с черникой (Varškės su mėlynėmis),Зернистый творог с черникой (Cheesecake with blueberries),150g,10.00,4770237043359,Curd
Svalia,Зернистый творог с малиной (Varškės su avietėmis),Зернистый творог с малиной (Curd with raspberries),150g,10.00,4770237043557,Curd
Pieno žvaigždės,Varškytė MIAU su braškėmis ir žemuogėmis,Varškytė MIAU with strawberries,100g,7.00,4770237050562,Curd
Pieno žvaigždės,Varškytė MIAU su vanile,Varškytė MIAU with vanilla,100g,7.00,4770237050548,Curd
,KOŠĖ,MASHED,kg,,EAN code,
Pieno žvaigždės,Ryžių košė RYTAS su abrikosais,Rice porridge morning with apricots,200g,13.00,,MASHED
Pieno žvaigždės,Ryž.košė RYTAS su vyšniomis,Ryžių.košė morning with cherries,200g,13.00,,MASHED
,BATONĖLIS,,kg,,EAN code,
,"Baton.DANCING COW,bršk.,30g","Baton.DANCING COW,bršk.,30g",,7.00,,bARS
,"Baton.DANCING COW,šokol.,30g","Baton.DANCING COW,šokol.,30g",,7.00,,bARS
,"Baton.DANCING COW Wave,28g","Baton.DANCING COW Wave,28g",,7.00,,bARS
,JOGURTAI,YOGURT,kg,,EAN code,
Pieno žvaigždės,Jogurtas “JO” su žemuogėmis ir apelsinais,"Yogurt ""his"" with strawberries and oranges",900g,17.00,4770265047428,YOGURT
Pieno žvaigždės,Jogurtas “JO” su avietėmis ir melionais,"Yogurt ""his"" with raspberries and melons",900g,17.00,4770265047442,YOGURT
Pieno žvaigždės,Jogurtas “JO” su braškėmis,"Yogurt ""his"" with strawberries",900g,17.00,4770265000454,YOGURT
Pieno žvaigždės,"Jogurtas ""Smilga"" gardi braškė ir mėlynės ","Yogurt ""Bent"" delicious strawberries and blueberries",450g,12.00,4770265050039,YOGURT
Žemaitijos pienas,"Jogurtas ""Magija"" su persikais","Yogurt ""Magic"" with peaches",2x125g,13.00,4770299394734,YOGURT
Žemaitijos pienas,"Jogurtas ""Magija"" su braškėmis","Yogurt ""Magic"" with strawberries",2x125g,13.00,4770299394710,YOGURT
Žemaitijos pienas,"Ekologiškas jogurtukas ""Dobilas"" obuoliai ir grūdai","Organic jogurtukas ""Clover"" apples and grains",125g,8.00,4770299392204,YOGURT
Žemaitijos pienas,"Ekologiškas jogurtukas ""Dobilas"" citrina ir imbieras","Organic jogurtukas ""Clover lemon and ginger",125g,8.00,4770299044424,YOGURT
,SŪRIS,CHEESE,kg,,EAN code,
Žemaitijos pienas,Kietasis sūris DŽIUGAS MILD “12”,"Hard cheese DŽIUGAS MILD ""12""",100g,18.00,4770299046152,CHEESE
Žemaitijos pienas,Kietasis sūris DŽIUGAS PIQUANT “18”,"Hard cheese DŽIUGAS PIQUANT ""18""",100g,23.00,4770299390576,CHEESE
Žemaitijos pienas,Kietasis sūris DŽIUGAS DELICATE “24”,"Hard cheese DŽIUGAS DELICATE ""24""",100g,25.00,4770299392952,CHEESE
Žemaitijos pienas,Kietasis sūris DŽIUGAS MILD “12”,"Hard cheese DŽIUGAS MILD ""12""",180g,32.00,4770299047890,CHEESE
Žemaitijos pienas,Kietasis sūris DŽIUGAS PIQUANT “18”,"Hard cheese DŽIUGAS PIQUANT ""18""",180g,38.00,4770299047883,CHEESE
Žemaitijos pienas,Kietasis sūris DŽIUGAS DELICATE “24”,"Hard cheese DŽIUGAS DELICATE ""24""",180g,42.00,4770299392990,CHEESE
Žemaitijos pienas,Kietasis sūris DŽIUGAS GOURMET “36”,"Hard cheese DŽIUGAS Gourmet ""36""",180g,42.00,4770299047876,CHEESE
Žemaitijos pienas,Tarkuotas kietas sūris DŽIUGAS ,Grated hard cheese DŽIUGAS,100g,18.00,4770299046152,CHEESE
Žemaitijos pienas,"Rūkytas sūris MEDŽIOTOJŲ,42%","Smoked cheese hunters, 42%",250g,110.00,2554836002502,CHEESE
Žemaitijos pienas,"Rūkytas fasuotas sūris MEDŽIOTOJŲ,42%","Smoked cheese is packaged hunters, 42%",200g,110.00,2333550901984,CHEESE
Žemaitijos pienas,"Pikantiški Jončedaro sūrio gabaliukai IŠKYLAUTOJŲ, 50%","Savoury cheese slices Jončedaro ramblers, 50%",180g,29.00,4770299390231,CHEESE
Žemaitijos pienas,"Rūkytas lydytas sūris VISIEMS, 40%","Smoked processed cheese ALL, 40%",330g,30.00,4770471046420,CHEESE
Žemaitijos pienas,"Lydytas sūris su kumpiu, 45%","Processed cheese with ham, 45%",170g,23.00,4770299047135,CHEESE
Žemaitijos pienas,"Lydytas sūris, 45%","Processed cheese, 45%",170g,23.00,4770299043175,CHEESE
Pieno žvaigždės,"Lydytas sūris SVALIA, 45%","Processed cheese SVALIA, 45%",150g,16.00,4770265048555,CHEESE
Žemaitijos pienas,Rūkytas lydytas sūrių gaminys su kmynais 45%,Smoked melted cheese and caraway 45%,250g,22.00,4770299392747,CHEESE
Žemaitijos pienas,Rūkytas lydytas sūrių gaminys su kumpiu 45%,Smoked melted cheese and ham 45%,250g,22.00,4770299392761,CHEESE
Žemaitijos pienas,Sūrio lazdelės PIK-NIK,Cheese sticks PIK-NIK,  ,26.00,4770299043397,CHEESE
Žemaitijos pienas,Sūrio lazdelės PIK-NIK,Cheese sticks PIK-NIK,147g,24.00,4770299046381,CHEESE
Žemaitijos pienas,Sūrio lazdelės PIK-NIK su vytintu kumpiu,Cheese sticks PIK-NIK with cured ham,126g,22.00,4770299394208,CHEESE
Žemaitijos pienas,Sūrio lazdelės PIK-NIK su jalapeno pipirais,Cheese sticks PIK-NIK with jalapeno pepper,126g,22.00,4770299394383,CHEESE
Žemaitijos pienas,Sūrio lazdelės PIK-NIK pikantiškais prieskoniais,Cheese sticks PIK-NIK savory spices,126g,22.00,4770299393911,CHEESE
Žemaitijos pienas,Sūrio lazdelės PIK-NIK Kids,Cheese sticks PIK-NIK Kids,147g,24.00,4770299390606,CHEESE
Žemaitijos pienas,Sūrio lazdelės PIK-NIK Kids,Cheese sticks PIK-NIK Kids,84g,14.00,4770299391610,CHEESE
Pieno žvaigždės,Sūrio lazdelės MINI MŪ,Cheese sticks MINI MŪ,300g,35.00,4770275046800,CHEESE
Pieno žvaigždės,Sūrio lazdelės MINI MŪ,Cheese sticks MINI MŪ,150g,20.00,4770275046794,CHEESE
Pieno žvaigždės,Sūrio lazdelės SVALIA,Cheese sticks SVALIA,140g,24.00,4770275048897,CHEESE
Pieno žvaigždės,Sūrio lazdelės SVALIA,Cheese sticks SVALIA,260g,36.00,4770275048903,CHEESE
Pieno žvaigždės,Puskietis fermentinis sūris DVARO 50% rieb.,Semi-hard cheese MANOR 50% fat.,240g,25.00,4770337046021,CHEESE
Pieno žvaigždės,Puskietis fermentinis sūris DVARO 50% rieb.,Semi-hard cheese MANOR 50% fat.,150g,17.00,4770337046526,CHEESE
Pieno žvaigždės,Puskietis fermentinis sūris GILDIJA 45% rieb.,Semi-hard cheese GILDIJA 45% fat.,150g,17.00,4770337046526,CHEESE
Pieno žvaigždės,Puskietis fermentinis sūris GILDIJA 45% rieb.,Semi-hard cheese GILDIJA 45% fat.,240g,25.00,4770337046045,CHEESE
Pieno žvaigždės,Puskietis fermentinis sūris SVALIA 45% rieb.,Semi-hard cheese SVALIA 45% fat.,150g,17.00,4770337046809,CHEESE
Pieno žvaigždės,Puskietis fermentinis sūris BALTIJA 45% rieb.,Semi-hard cheese BALTIJA 45% fat.,150g,17.00,4770337046809,CHEESE
Pieno žvaigždės,Puskietis fermentinis sūris BALTIJA 45% rieb.,Semi-hard cheese BALTIJA 45% fat.,240g,25.00,4770337046038,CHEESE
Žemaitijos pienas,Puskietis fermentinis sūris “Germanto Gouda” 45% rieb.,"Cheese “Germanto Gouda” fat, semi-dry, sliced 45%",150g,17.00,4770299046619,CHEESE
Žemaitijos pienas,Puskietis fermentinis sūris “Germanto Tilsit” 45% rieb.,"Cheese “Germanto Tilsit” fat, semi-dry, sliced 45%",150g,17.00,4770299393355,CHEESE
Žemaitijos pienas,Puskietis fermentinis sūris “Germanto Gouda” 45% rieb.,Cheese “Germanto Gouda” 45%,240g,25.00,4770299041102,CHEESE
Žemaitijos pienas,Puskietis fermentinis sūris “Germanto Tilsit” 45% rieb.,Cheese “Germanto Tilsit” 45%,240g,25.00,4770299041065,CHEESE
Rokiškio pieno gam,"Sūris ROKIŠKIO TILSIT, 48%","Cheese ROKIŠKIO TILSIT, 48%",150g,19.00,4770471046673,CHEESE
Kelmės pieninė,Lietuviškas varškės sūris 22%,Lithuanian curd cheese 22%,~400g,135.00,241132290,CHEESE
Rivona,Lietuviškas varškės sūris 22%,Lithuanian curd cheese 22%,~300g,135.00,259464900,CHEESE
Rivona,Lietuviškas varškės sūris 22%,Lithuanian curd cheese 22%,~300g,135.00,253339900,CHEESE
Rokiškio pieno gam,Varškės sūris su kmynais 22%,Cottage cheese with caraway 22%,~300g,135.00,235142270,CHEESE
Rokiškio pieno gam,"Varškės sūris SARTŲ SŪRIS, keptas su aštriaisiais prieskoniais, 22%","Cottage cheese SARTŲ cheese, fried with spices aštriaisiais, 22%",~300g,32.00,233350590,CHEESE
Pieno žvaigždės,Džiovintas varškės sūris DVARO.20%,Dried curd cheese DVARO.20%,~50-100g,230.00,2328644500792,CHEESE
Pieno žvaigždės,477060916203,477060916203,~300g,135.00,232864440,CHEESE
Pieno žvaigždės,Desertinis varškės sūris PASAKA su želė gabaliukais,Dessert cottage cheese with jelly pieces TALE,~350g,90.00,233307340,CHEESE
Pieno žvaigždės,Desertinis varškės sūris PASAKA su želė gabaliukais ir džiovintais vaisiais,Dessert cheese TALE with gel pieces and dried fruit,~350g,90.00,2351453703337,CHEESE
Senolių,"Keptas varškės sūris ZANAVYKŲ,22%","Fried cheese ZANAVYKŲ, 22%",~300g,110.00,233301110,CHEESE
Šaliekšnis,"Saldaus pieno sūris, 22% rieb","Sweet milk cheese, 22% fat",~300g,100.00,2359994102,CHEESE
Šaliekšnis,Varškės sūris,Cottage cheese,~300g,100.00,2598745001,CHEESE
Lukšių pieninė,"Sūris LILIPUTAS, puskietis, 50%","LILIPUTAS cheese, semi-hard, 50%",500g,89.00,4770209046098,CHEESE
,"Fermentinis sūris KALNŲ, 45%","Cheese MOUNTAIN, 45%",500g,60.00,4770337046533,CHEESE
Pieno žvaigždės,"Tepamas, Lydytas kremas PANEMUNĖS PIEVOS su kumpiu","Spreads, Butter Cream PANEMUNĖS meadows with ham",185g,18.00,4770265046391,CHEESE
Pieno žvaigždės,"Tepamas, Lydytas kremas PANEMUNĖS PIEVOS su baravykais ir pievagrybiais","Spreads, Butter Cream PANEMUNĖS meadows and boletus mushrooms",185g,18.00,4770265046414,CHEESE
Pieno žvaigždės,"Tepamas, Lydutas kremas PANEMUNĖS PIEVOS su prieskoninėmis žolelėmis","Spreads, cream Lydutas PANEMUNĖS meadows with herbs",185g,18.00,4770265000515,CHEESE
Žemaitijos pienas,"Tepamas, Lydytas sūrelis  ŽEMAITIJOS ""Mildutė""","Spreads, Processed cheese ŽEMAITIJOS ""Mildutė""",175g,16.00,4770299046213,CHEESE
Žemaitijos pienas,"Tepamas, Lydytas sūrelis  ŽEMAITIJOS su kumpiu","Spreads, ŽEMAITIJOS Processed cheese with ham",175g,16.00,4770299046022,CHEESE
Žemaitijos pienas,"Tepamas, Lydytas sūrelis  ŽEMAITIJOS su miško grybais","Spreads, Processed cheese ŽEMAITIJOS with forest mushrooms",175g,16.00,4770299390873,CHEESE
Pieno žvaigždės,Lydytas sūrio užkandis MILDĖ „Rambyno snack“ Classic 45% rieb.s.m. fas.,"Processed cheese snack Mild ""Rambynas snack Classic 45% rieb.s.m. fas.",75g,15.00,4770299394680,CHEESE
Pieno žvaigždės,Lydytas sūrio užkandis su kumpiu MILDĖ „Rambyno snack“ 45% rieb.s.m fas.,"Processed cheese appetizer with ham Mild ""Rambynas snack"" 45% rieb.s.m fas.",75g,15.00,4770299394697,CHEESE
Pieno žvaigždės,Lydytas sūrio užkandis su kep.svogūnais MILDĖ „Rambyno snack“ Piquant 45% rieb.s.m fas.,"Processed cheese snack with kep.svogūnais Mild ""Rambynas snack"" piquant 45% rieb.s.m fas.",75g,15.00,,CHEESE
,MAJONEZAI,MAYO,kg,,EAN code,
Vilniaus majo gam,"Majonezas VILNIUS, 35%","Mayonnaise VILNIUS, 35%",1 kg,35.00,4770139201321,MAYO
Vilniaus majo gam,Majonezas VILNIUS mėsos,Mayonnaise VILNIUS meat,500g,20.00,4770139202236,MAYO
Vilniaus majo gam,Majonezas VILNIUS,mayonnaise VILNIUS,885g,30.00,4770139202366,MAYO
Kėdainių kons fabr,Majonezas Tradicinis,Traditional mayonnaise,1 kg,30.00,4770583213970,MAYO
Kėdainių kons fabr,Majonezas Tradicinis,Traditional mayonnaise,430g,16.00,4770583213550,MAYO
Kėdainių kons fabr,Majonezas Provansalio,mayonnaise Provencal,430g,16.00,4770583213727,MAYO
Vilniaus majo gam,Majonezas VILNIUS ,mayonnaise VILNIUS,450g,20.00,4770139201338,MAYO
Vilniaus majo gam,Majonezas VILNIUS Provansalio,Mayonnaise VILNIUS Provencale,450g,20.00,4770139202281,MAYO
Vilniaus majo gam,Majonezas VILNIUS Neriebus,Low fat Mayonnaise VILNIUS,450g,20.00,4770139202557,MAYO
Vilniaus majo gam,Majonezas VILNIUS su krapais,Mayonnaise VILNIUS with dill,250g,12.00,4770139201031,MAYO
Daumantų,Majonezas KARALIŠKAS,mayonnaise KARALIŠKAS,415g,23.00,4770491214045,MAYO
,GRIETINĖ/ GRIETINĖLĖ,SOUR CREAM / CREAM,kg,,EAN code,
Žemaitijos pienas,Grietinė „Žemaitijos“ 30% fas.,Cream Zemaitijos 30% FAS.,200g,10.00,4770299042130,SOUR CREAM / CREAM
Pieno žvaigždės,Grietinė “Mū” 30%,"Cream ""Moo"" 30%",200g,12.00,4770265044038,SOUR CREAM / CREAM
Sanitex,"Grietinėlė MARGĖ, 12%","Cream Marg, 12%",250g,12.00,4771459046494,SOUR CREAM / CREAM
,PIENAS/KEFYRAS,MILK / Kefir,kg,,EAN code,
Pieno žvaigždės,"Pienas MŪ, 3,5%","Milk MU, 3.5%",1L,12.00,4770265041259,MILK / Kefir
Pieno žvaigždės,"Pienas DVARO 3,5%",Milk ESTATE 3.5%,1L,12.00,4770265041426,MILK / Kefir
UVT,"Pienas MARGĖ 3,2%",Milk Marg 3.2%,1L,12.00,4771459041406,MILK / Kefir
Pieno žvaigždės,"Kefyras 2,5% „Žemaitijos“","Kefir 2.5% Zemaitijos """,500g,10.00,4770299042017,MILK / Kefir
Pieno žvaigždės,"Kefyras 2,5% „Žemaitijos“","Kefir 2.5% Zemaitijos """,1 L,16.00,4770299042086,MILK / Kefir
Pieno žvaigždės,"Kefyras “Dvaro”, 3,2%","Kefir ""manor"", 3.2%",1L,15.00,4770265042911,MILK / Kefir
Pieno žvaigždės,"Kefyras “Dvaro”, 3,2%","Kefir ""manor"", 3.2%",500ml,10.00,4770265047206,MILK / Kefir
Pieno žvaigždės,"Šaltibarščių rūgpienis “Dvaro”, 6%","Cold soup sour ""manor"", 6%",1 kg,14.00,4770275043748,MILK / Kefir
Pieno žvaigždės,Riaženka rauginto pieno gėrimas,Ryazhenka sour milk drink,500g,12.00,4770265042775,MILK / Kefir
,SVIESTAS,BUTTER,kg,,EAN code,
Pieno žvaigždės,"Sviestas DVARO, 82%","Butter estates, 82%",200g,19.00,4770275045216,BUTTER
Pieno žvaigždės,"Raugintos grietinėlės sviestas SMETONIŠKAS, 82%","Tanned butter Smetoniškas, 82%",250g,22.00,4770275045339,BUTTER
Pieno žvaigždės,"Riebalų mišinys “Venta”, 75%","Fat blend Venta, 75%",200g,16.00,4770275045032,BUTTER
Pieno žvaigždės,Sviestas Žemaitijos 82 % (fasuotas),Butter Zemaitijos 82% (pre-packaged),200g,19.00,4770299045186,BUTTER
,MARGARINAS,MARGARINES,kg,,EAN code,
Viln Marg. Gamykla,Margarinas “Vilnius” skanumas,"Margarine ""Vilnius"" skanumas",400g,20.00,4771050157636,MARGARINES
Viln Marg. Gamykla,Margarinas “Vilnius” šviežumas,"Margarine ""Vilnius"" freshness",400g,20.00,4771050157841,MARGARINES
Viln Marg. Gamykla,Margarinas “Vilnius” sūresnis,"Margarine ""Vilnius"" Suresnes",400g,20.00,4771050157575,MARGARINES
Viln Marg. Gamykla,Margarinas “Vilnius” lengvumas,Margarine Vilnius with ease,400g,20.00,4771050157698,MARGARINES
Viln Marg. Gamykla,Margarinas “Vilnius” su sviestu,Margarine Vilnius with butter,400g,20.00,4771050158015,MARGARINES
ŽUVIES GAMINIAI,,,,,,
,SILKĖ,HERRING,kg,,EAN code,
Viči,Tradicinė Atlantinių silkių filė aliejuje,Traditional herring fillets in oil,240gr,23.00,4770190035781,HERRING
Viči,Tradicinė Atlantinių silkių filė aliejuje,Traditional herring fillets in oil,400g,36.00,4770190350310,HERRING
Viči,Marinuota silkiu filė aliejuje,Pickled herring fillets in oil,240gr,23.00,4770190035811,HERRING
Viči,Marinuota silkiu filė aliejuje,Pickled herring fillets in oil,400g,36.00,4770190375443,HERRING
Viči,Rausvoji šaltai rūkyta silkių filė aliejuje,Pink cold-smoked herring fillets in oil,240gr,23.00,4770190035903,HERRING
Viči,Dūmų skonio silkių filė aliejuje,Smoke taste herring fillets in oil,240gr,23.00,4770190035798,HERRING
Viči,Marinuota silkių filė su prieskoniniu užpilu,Marinated herring fillets with herbs vinaigrette,250g,24.00,4770190044967,HERRING
Viči,Marinuota silkių filė su gaiviuoju užpilu,Marinated herring fillets with a refreshing vinaigrette,250g,24.00,4770190044974,HERRING
Viči,"Silkių filė su krapais aliej. ""Pavasaris""","Herring fillet with dill oil. ""Spring""",200g,20.00,,HERRING
Norvelita,Kaimiska Atlantiniu silkiu file,Rustic Herring fillet,240g,15.00,4770486165079,HERRING
Desė,Silkių filė “Eglutė”,Herring fillet Herringbone,300g,23.00,4770875164270,HERRING
Desė,Sūdyta silkių filė su pievagrybiais ir daržovėmis majonezo padaže,Salted herring fillet with mushrooms and vegetables in mayonnaise sauce,300g,22.00,4770875164102,HERRING
Desė,Sūdyta silkių filė su burokėliais ir kitomis daržovėmis majonezo padaže,Salted herring fillet with beetroot and other vegetables in mayonnaise sauce,300g,22.00,4770875164126,HERRING
Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” su prieskoniais,"Delicatessen Lightly salted herring fillet ""Matjes"" with spices",250g,27.00,4810168000066,HERRING
Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” Original,"Lightly salted herring fillet Delicatessen ""Matjus Original",250g,27.00,4810168000011,HERRING
Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” Provanso,"Delicatessen Lightly salted herring fillet ""Matjes"" Provence",250g,27.00,4810168002220,HERRING
Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” dūmų skonio,"Delicatessen Lightly salted herring fillet ""Matjes"" smoke flavor",250g,27.00,4810168000103,HERRING
Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” su žalumynais,"Delicatessen Lightly salted herring fillet ""Matjes"" with greens",250g,27.00,4810168010607,HERRING
Sanitex,Silpnai sūdyta silkių filė “Škuna” su prieskoniai ir su oda,"Lightly salted herring fillets ""schooner"" with spices and skin",180g,23.00,4810168025083,HERRING
Sanitex,Silpnai sūdyta silkių filė “Škuna” su oda,"Lightly salted herring fillets ""schooner"" with skin",180g,23.00,4810168009373,HERRING
Edega,"Silkių filė ""Šventinė""","Herring fillet ""festive""",1kg,66.00,4770432199875,HERRING
ICECO,"Silkių filė ""Zigmas"" Klasikinė, aliejuje su dūmo skonio aromatu","Herring fillet Zigmas ""Classical, oil with a smoky flavor aroma",240g,22.00,4770221164121,HERRING
ICECO,"Silkių filė ""Zigmas"" Klasikinė, aliejuje mažai sūdyta","Herring fillet Zigmas ""Classical, oil little salted",240g,22.00,4770221164114,HERRING
ICECO,"Silkių filė ""Zigmas"" Klasikinė, aliejuje mažai sūdyta","Herring fillet Zigmas ""Classical, oil little salted",1kg,66.00,4770221165579,HERRING
Viči,Silkių gabaliukai su keptais svogūnais,Herring with fried onions,200g,20.00,4770190087759,HERRING
Viči,Silkių gabaliukai su keptom sėklom,Herring slices with grilled sėklom,200g,20.00,,HERRING
Viči,"Silkių filė su svogūnais aliej. ""Žiema""","Herring fillet with onion oil. ""Winter""",200g,20.00,4770190352925,HERRING
